"Grand List Year","Fiscal Year End June 30","Town Code","Service District Code","Municipality/District","Mill Rate","Mill Rate - Real & Personal Property","Mill Rate - Motor Vehicle","Flat Rate Fee / Other Rate"
"2023","2025","153","153","Watertown",,"28.37","28.37",
"2023","2025","153",,"Watertown - Lake Winnemaug Association",,"0","0","375"
"2023","2025","154","154","Westbrook",,"21.7","21.7",
"2023","2025","154",,"Westbrook - Cedar Crest Tax District",,"1.278","0",
"2023","2025","154",,"Westbrook - Chapman Beach Taxing District",,"1.174","0",
"2023","2025","154",,"Westbrook - Grove Beach Improvement Association",,"0.16","0",
"2023","2025","154",,"Westbrook - Grove Beach Point Assocation",,"1.46","0",
"2023","2025","154",,"Westbrook - Island View Beach Association",,"1.198","0",
"2023","2025","154",,"Westbrook - Pilots Point Association Inc",,"0.8491","0",
"2023","2025","154",,"Westbrook - Stannard Beach Improvement Association",,"2.4","0",
"2023","2025","155","155","West Hartford",,"42.35","32.46",
"2023","2025","155",,"West Hartford - 800 Mountain Road Tax District",,"32.9","0",
"2023","2025","155",,"West Hartford - West Hartford Center Special Services District",,"0","0","$1.00-$3.35/sf"
"2023","2025","156","156","West Haven",,"36.57","29.46",
"2023","2025","156","371","West Haven - Fire District 2 - West Shore",,"10.29","3",
"2023","2025","156","156A","West Haven - Fire District 3 - Allingtown Fire District",,"11.32","3",
"2023","2025","156","370","West Haven - First Fire Taxation District ( First Center )",,"11.95","3",
"2023","2025","156",,"West Haven - Lake Phipps Taxing District",,"3.464","0",
"2023","2025","157","157","Weston",,"23.47","23.47",
"2023","2025","157",,"Weston - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.906","0",
"2023","2025","158","158","Westport",,"18.62","18.62",
"2023","2025","158",,"Westport - Country Road and Country Lane Tax District",,"0","0","NOT REPORTED"
"2023","2025","158",,"Westport - Elmwood Road Special Taxing District",,"0.9","0",
"2023","2025","158",,"Westport - Harvest Commons Tax District",,"15.6512","0",
"2023","2025","158",,"Westport - Lansdowne Tax Dist",,"14.48","0",
"2023","2025","158",,"Westport - Minute Man Hill / Special Taxing District of Westport",,"0.3247","0",
"2023","2025","158",,"Westport - Nash Pond Taxing District",,"0.8805","0",
"2023","2025","158",,"Westport - Regents  Park Tax District",,"0","0","NO TAX"
"2023","2025","158","792","Westport - Saugatuck Island Special Taxing District",,"1.3","0",
"2023","2025","158",,"Westport - Silent Grove North Special Taxing District",,"3.107","0",
"2023","2025","158",,"Westport - Whitney Glen Tax District",,"4.9","0",
"2023","2025","159","159","Wethersfield",,"43.22","32.46",
"2023","2025","160","160","Willington",,"33.89","32.46",
"2023","2025","161","161","Wilton",,"23.9435","23.9435",
"2023","2025","161",,"Wilton - Georgetown Fire District  ( Redding, Weston, Wilton)",,"1.906","0",
"2023","2025","162","162","Winchester",,"27.24","27.24",
"2023","2025","163","163","Windham",,"27.89","27.89",
"2023","2025","163","171","Windham - Willimantic Taxing District (#2)",,"9.17","4.57",
"2023","2025","163","764","Windham - Windham First Taxing District (#1 )",,"2","2",
"2023","2025","164","164","Windsor",,"30.32","30.32",
"2023","2025","164","372","Windsor - Wilson Fire District",,"3","0",
"2023","2025","164","373","Windsor - Windsor Fire District",,"1.5","0",
"2023","2025","165","165","Windsor Locks",,"28.14","28.14",
"2023","2025","166","166","Wolcott",,"33.07","32.46",
"2023","2025","167","167","Woodbridge",,"46.43","32.46",
"2023","2025","168","168","Woodbury",,"23.17","23.17",
"2023","2025","168","786","Woodbury - Woodlake Tax District",,"28.13","0",
"2023","2025","169","169","Woodstock",,"23.04","23.04",
"2023","2025","169",,"Woodstock - Lake Bunggee Tax District",,"4.64","0",
"2023","2025","169",,"Woodstock - Quassett Lake District",,"2.67","0",
"2023","2025","169",,"Woodstock - Witches Woods Tax District",,"2.81","0",
"2024","2026","1","1","Andover",,"31.59","31.59",
"2024","2026","2","2","Ansonia",,"28.55","28.55",
"2024","2026","3","3","Ashford",,"36.377","32.46",
"2024","2026","3",,"Ashford - Lake Chaffee Improvement Association Inc",,,,"243"
"2024","2026","4","4","Avon",,"30.75","30.75",
"2024","2026","4",,"Avon - Farmington Woods District",,"13.2985",,
"2024","2026","4",,"Avon - Hunters Run Tax District",,"23.34",,
"2024","2026","4",,"Avon - Lakeview Association, Inc.",,"0","0",
"2024","2026","4",,"Avon - Pond Place Tax District",,"7.85",,
"2024","2026","4",,"Avon - Secret Lake Association Inc",,,,"425"
"2024","2026","5","5","Barkhamsted",,"23.94","23.94",
"2024","2026","5","301","Barkhamsted - Barkhamsted Fire District",,"1.43","1.43",
"2024","2026","6","6","Beacon Falls",,"30.46","30.46",
"2024","2026","7","7","Berlin",,"30.65","30.65",
"2024","2026","7","303","Berlin - Kensington Fire District",,"1.35",,
"2024","2026","7","304","Berlin - Worthington Fire District",,"1.9",,
"2024","2026","8","8","Bethany",,"29.14","29.14",
"2024","2026","9","9","Bethel",,"30.41","30.41",
"2024","2026","10","10","Bethlehem",,"22.58","22.58",
"2024","2026","10",,"Bethlehem - Kasson Grove Property Owners Association",,"3.9",,
"2024","2026","11","11","Bloomfield",,"35.64","32.46",
"2024","2026","11","306","Bloomfield - Blue Hills Fire District",,"3.1",,
"2024","2026","11","305","Bloomfield - Center Fire District",,"1.86",,
"2024","2026","12","12","Bolton",,"32.3","32.3",
"2024","2026","13","13","Bozrah",,"23.5","23.5",
"2024","2026","14","14","Branford",,"21.4","21.4",
"2024","2026","14",,"Branford - Castle Rock Tax District",,"0.0168",,
"2024","2026","14",,"Branford - Civic Association Of Short Beach",,,,"65"
"2024","2026","14",,"Branford - Eastern Indian Neck Association",,,,
"2024","2026","14",,"Branford - Granite Bay Civic Association",,,,"50"
"2024","2026","14",,"Branford - Greens Tax District (Condo Assoc.)",,"6.9786",,
"2024","2026","14",,"Branford - Harbour Village Tax District",,"13.5",,
"2024","2026","14",,"Branford - Hotchkiss Grove Shore District",,"0.89",,
"2024","2026","14",,"Branford - Johnson Point District",,"0.533",,
"2024","2026","14","732","Branford - Linden Shore District",,"0.8",,
"2024","2026","14",,"Branford - Pine Orchard Association (The)",,"3.25",,
"2024","2026","14",,"Branford - Plymouth Colony Tax District",,"15.7971",,
"2024","2026","14",,"Branford - Stonegate Tax District",,,,
"2024","2026","14",,"Branford - Stony Creek Association",,"0.0501",,
"2024","2026","14",,"Branford - Sylvan Point Tax District",,"13.64",,
"2024","2026","14",,"Branford - Thimble Islands Ferry District",,"0.4695",,
"2024","2026","14",,"Branford - Turtle Bay Tax District",,"5.3214",,
"2024","2026","15","15","Bridgeport",,"43.45","32.46",
"2024","2026","15",,"Bridgeport - Downtown Special Service District",,"3",,
"2024","2026","15","0","Bridgeport - Steel Point Infrastructure Improvement District",,"43.45",,
"2024","2026","16","16","Bridgewater",,"19","19",
"2024","2026","17","17","Bristol",,"33.75","32.46",
"2024","2026","18","18","Brookfield",,"28.93","28.93",
"2024","2026","18",,"Brookfield - Candlewood Shores Tax District",,"3.7435",,
"2024","2026","18",,"Brookfield - Hickory Hills Tax District",,"1.0557",,
"2024","2026","18",,"Brookfield - High Meadow Tax District",,"12.346",,
"2024","2026","18",,"Brookfield - Indian Fields Homeowners Association",,,,
"2024","2026","18",,"Brookfield - Newbury Crossing Tax District",,"1.54",,
"2024","2026","19","19","Brooklyn",,"23.28","23.28",
"2024","2026","19","307","Brooklyn - East Brooklyn Fire District",,"1.33",,
"2024","2026","19",,"Brooklyn - Paradise Lake District",,,,
"2024","2026","20","20","Burlington",,"26.6","26.6",
"2024","2026","20",,"Burlington - Lake Garda Improvement Association",,,,"250"
"2024","2026","21","21","Canaan",,"22.44","22.44",
"2024","2026","22","22","Canterbury",,"16.76","16.76",
"2024","2026","23","23","Canton",,"33.5","32.46",
"2024","2026","23",,"Canton - Secret Lake Association Inc",,,,"425"
"2024","2026","24","24","Chaplin",,"31.375","31.375",
"2024","2026","25","25","Cheshire",,"29.74","29.74",
"2024","2026","25",,"Cheshire - Copper Hill Tax District",,"0.011",,
"2024","2026","25",,"Cheshire - Currier Woods Tax District",,"20.49",,
"2024","2026","26","26","Chester",,"27.08","27.08",
"2024","2026","27","27","Clinton",,"31.14","31.14",
"2024","2026","27",,"Clinton - Beach Park Point Association",,"8",,
"2024","2026","27",,"Clinton - Beach Park Road Association",,"1.011",,
"2024","2026","27",,"Clinton - Boulder Lake Tax District",,"2.223",,
"2024","2026","27",,"Clinton - Clinton Beach Association",,"0.57",,
"2024","2026","27",,"Clinton - Grove Beach Improvement Association",,"0.16",,
"2024","2026","27",,"Clinton - Lochwood Lake Improvement District",,"2.5",,
"2024","2026","28","28","Colchester",,"29.92","29.92",
"2024","2026","29","29","Colebrook",,"33.7","32.46",
"2024","2026","30","30","Columbia",,"29.27","29.27",
"2024","2026","31","31","Cornwall",,"15.96","15.96",
"2024","2026","32","32","Coventry",,"23.76","23.76",
"2024","2026","32",,"Coventry - Actors Colony Estates Association Inc",,"0.0008",,
"2024","2026","32",,"Coventry - Gerald Park Association",,"0.366",,
"2024","2026","32",,"Coventry - Hemlock Point Tax District",,"0.324",,
"2024","2026","32",,"Coventry - Lakeview Terrace Association",,"0.002",,
"2024","2026","32",,"Coventry - Lakewood Heights Association Inc",,"0.9",,
"2024","2026","32",,"Coventry - Oak Grove Association",,"1.15",,
"2024","2026","32",,"Coventry - Pine Lake Community Club Inc",,,,"200"
"2024","2026","32",,"Coventry - Waterfront Heights Association Inc (Homeowners Association)",,,,"145"
"2024","2026","32",,"Coventry - Waterfront Manor Association Inc.",,,,".475 - 24.70"
"2024","2026","32",,"Coventry - Waterfront Park Association Inc",,"0.75",,
"2024","2026","33","33","Cromwell",,"27.33","27.33",
"2024","2026","33","309","Cromwell - Cromwell Fire District",,"3.46","3.46",
"2024","2026","33",,"Cromwell - Oxford Park Tax District",,,,
"2024","2026","34","34","Danbury",,"24.99","24.99",
"2024","2026","34",,"Danbury - CityCenter Danbury SSD",,"1.57",,
"2024","2026","34",,"Danbury - Cornell Hills Taxing District",,"0.0064",,
"2024","2026","34",,"Danbury - Juniper Ridge Tax District",,"0.6952",,
"2024","2026","34",,"Danbury - Upper Marjorie Manor Tax District",,"2.39",,
"2024","2026","35","35","Darien",,"15.48","15.48",
"2024","2026","35",,"Darien - Allwood Tax District",,"0.7",,
"2024","2026","35",,"Darien - Crooked Mile Tax District",,"0.6969",,
"2024","2026","35",,"Darien - Delafield Island Tax District",,"0.542",,
"2024","2026","35",,"Darien - Ridge Acres Tax District",,"1.22",,
"2024","2026","35",,"Darien - Tokeneke Tax District",,"0.0644",,
"2024","2026","36","36","Deep River",,"31.98","31.98",
"2024","2026","37","37","Derby",,"43.2","32.46",
"2024","2026","37",,"Derby - Downtown Derby Revitalization Infrastructure Improvement District",,,,
"2024","2026","38","38","Durham",,"37.39","32.46",
"2024","2026","39","39","Eastford",,"21.2","21.2",
"2024","2026","40","40","East Granby",,"30.5","30.5",
"2024","2026","41","41","East Haddam",,"28.06","28.06",
"2024","2026","41",,"East Haddam - Laurel Cove Association   Inc",,,,"350"
"2024","2026","41",,"East Haddam - Property Owners Association Of Moodus Lake Shores, Inc.",,,,
"2024","2026","41",,"East Haddam - Property Owners Of Lake Hayward",,"3.411",,
"2024","2026","41",,"East Haddam - Sunset Acres Of Bashan Lake Inc",,,,"100"
"2024","2026","42","42","East Hampton",,"39.71","32.46",
"2024","2026","42",,"East Hampton - Hales Point Beach Association",,,,
"2024","2026","42",,"East Hampton - Lake Pocotopaug Terrace Association",,,,"450"
"2024","2026","42",,"East Hampton - Princess Pocotopaug Corporation",,"1.85",,
"2024","2026","43","43","East Hartford",,"45.9","32.46",
"2024","2026","44","44","East Haven",,"33.44","32.46",
"2024","2026","45","45","East Lyme",,"28.01","28.01",
"2024","2026","45",,"East Lyme - Attawan Beach Association Inc",,"1.08",,
"2024","2026","45",,"East Lyme - Black Point Beach Club Association",,"2.28",,
"2024","2026","45",,"East Lyme - Crescent Beach Association",,"1.0333",,
"2024","2026","45",,"East Lyme - Giants Neck Beach Assocation",,"1.74",,
"2024","2026","45",,"East Lyme - Giants Neck Heights Association",,"3",,
"2024","2026","45",,"East Lyme - Oak Grove Beach Community  Association",,"0.75",,
"2024","2026","45",,"East Lyme - Pine Grove Niantic Association",,"1.0755",,
"2024","2026","46","46","Easton",,"31","31",
"2024","2026","46",,"Easton - Easton Fire District 1",,"0.34",,
"2024","2026","47","47","East Windsor",,"24.89","24.89",
"2024","2026","47",,"East Windsor - Broad Brook Fire Dept",,"1.6",,
"2024","2026","47",,"East Windsor - Warehouse Point Fire District",,"2.14",,
"2024","2026","48","48","Ellington",,"37.1","32.46",
"2024","2026","48",,"Ellington - Crystal Lake Fire District",,,,
"2024","2026","49","49","Enfield",,"31.5","29.21",
"2024","2026","49","315","Enfield - #1 Enfield Fire District",,"3.49","3.25",
"2024","2026","49","319","Enfield - #2 Thompsonville Fire District",,"5.8","3.25",
"2024","2026","49","316","Enfield - #3 Hazardville Fire District",,"3.6","3.25",
"2024","2026","49","317","Enfield - #4 North Thompsonville Fire District",,"3.15","3.15",
"2024","2026","49","318","Enfield - #5 Shaker Pines Fire District",,"4","3.25",
"2024","2026","49","759","Enfield - Crescent Lake Tax District",,"1.212",,
"2024","2026","49",,"Enfield - Shaker Pines Lake Association",,,,"255.00 - 344.00"
"2024","2026","50","50","Essex",,"18.63","18.63",
"2024","2026","51","51","Fairfield",,"28.39","28.39",
"2024","2026","51",,"Fairfield - Brooklawn Park Association",,"1.35",,
"2024","2026","51",,"Fairfield - Tanaka Park Association Inc",,"0.4903",,
"2024","2026","51",,"Fairfield - Winton Park Association",,"1.0139",,
"2024","2026","52","52","Farmington",,"26.62","26.62",
"2024","2026","52",,"Farmington - Farmington Woods District",,"13.2985",,
"2024","2026","52",,"Farmington - Greenbriar Tax District - Terminated 1990",,,,
"2024","2026","52",,"Farmington - Lake Garda Improvement Association",,,,"250"
"2024","2026","52",,"Farmington - Talcott Glen  Tax District",,"20.69",,
"2024","2026","53","53","Franklin",,"21.25","21.25",
"2024","2026","54","54","Glastonbury",,"32.83","32.46",
"2024","2026","55","55","Goshen",,"16.7","16.7",
"2024","2026","55",,"Goshen - Woodridge Lake Sewer District",,"5.1",,
"2024","2026","56","56","Granby",,"34.21","32.46",
"2024","2026","56",,"Granby - Salmon Brook District",,,,"210"
"2024","2026","57","57","Greenwich",,"12.041","12.041",
"2024","2026","57",,"Greenwich - Belle Haven Tax District",,"1.332",,
"2024","2026","57",,"Greenwich - Binney Lane Tax District",,"0.375",,
"2024","2026","57",,"Greenwich - Chimney Cove Tax District  (Chimney Cove Private Assoc)",,"0.9925",,
"2024","2026","57",,"Greenwich - Common Tax District - Condo (The)",,"3.11",,
"2024","2026","57",,"Greenwich - Deer Park Association",,"1.1216",,
"2024","2026","57",,"Greenwich - Dublin Hill Tax District",,"0.8986",,
"2024","2026","57",,"Greenwich - Field Point Park District",,"1.384",,
"2024","2026","57",,"Greenwich - Gate Field Hedgerow Tax District",,"1.62",,
"2024","2026","57",,"Greenwich - Georgetowne North Tax District",,"8.6212",,
"2024","2026","57",,"Greenwich - Greenwich Hills Tax District",,"6.582",,
"2024","2026","57",,"Greenwich - Greenwich Sewer District",,"0.278",,
"2024","2026","57",,"Greenwich - Greenwich Sewer Improvement",,"0.04",,
"2024","2026","57",,"Greenwich - Harbor Point Tax District",,"1.5",,
"2024","2026","57",,"Greenwich - Hawthorne Condo Asoc. Tax Dist. (The)",,"2.0942",,
"2024","2026","57",,"Greenwich - Hillcrest Park Tax District",,"0.88",,
"2024","2026","57",,"Greenwich - Indian Harbor District",,"2.41",,
"2024","2026","57",,"Greenwich - Khakum Wood Tax District",,"1.7517",,
"2024","2026","57",,"Greenwich - Lansing Meadows Condo Association",,"4.5",,
"2024","2026","57",,"Greenwich - Ledge Road Tax District",,"0.0443",,
"2024","2026","57",,"Greenwich - Lyon Farm East Tax District Inc. - Terminated 2023",,,,
"2024","2026","57",,"Greenwich - Mead Point District",,"0.11",,
"2024","2026","57",,"Greenwich - Milbrook Owners Association Inc",,"1.877",,
"2024","2026","57",,"Greenwich - Old Farm Woods Tax District",,"1.32",,
"2024","2026","57",,"Greenwich - Palmer Point Tax District",,"7.2112",,
"2024","2026","57",,"Greenwich - Pinetum Lane Taxing District",,"2.6871",,
"2024","2026","57",,"Greenwich - Putnam Park Tax District",,"3.7",,
"2024","2026","57",,"Greenwich - Quail Road Tax District",,"1.1331",,
"2024","2026","57",,"Greenwich - Rock Ridge Association",,"0.946",,
"2024","2026","57",,"Greenwich - Silo Hill Tax District",,"5.7439",,
"2024","2026","57",,"Greenwich - Weaver Street Tax District",,"12.36",,
"2024","2026","57",,"Greenwich - West Quail Road Tax District - Terminated 1993",,,,
"2024","2026","58","58","Griswold",,"27.18","27.18",
"2024","2026","58","606","Griswold - Jewett City Borough",,"3.52",,
